Customer_Loyalty_ID,Gender,Geographic_Region,Loyalty_Status,Neigborhood_Cluster-55_Level,Neighborhood_Cluster-7_Level,Television_Region,Affluence_Grade,Age,Frequency,Frequency_Percent,Loyalty_Card_Tenure,Organics_Purchase_Count,Organics_Purchase_Indicator,Total_Spend
1348957,F,Scottish,Tin,52.0,F,N Scot,13,45,1,0.00%,4,2,1,0.01
1349643,F,South East,Tin,37.0,E,London,9,40,1,0.00%,6,1,1,0.01
1352482,F,North,Silver,12.0,B,N West,9,22,1,0.00%,3,1,1,1000.0
1353292,M,South East,Silver,4.0,A,London,10,73,1,0.00%,27,0,0,5000.0
1364707,U,South East,Tin,20.0,C,S & S East,10,44,1,0.00%,5,0,0,0.01
1372475,M,Midlands,Tin,8.0,B,Wales & West,5,50,1,0.00%,4,0,0,0.01
1379240,F,South East,Silver,46.0,F,S & S East,8,76,1,0.00%,3,1,1,1000.0
1402684,F,South East,Tin,41.0,E,London,7,52,1,0.00%,9,0,0,0.01
1403478,F,Midlands,Gold,33.0,D,Midlands,9,48,1,0.00%,2,0,0,6000.0
1404458,M,Midlands,Tin,28.0,D,Midlands,9,47,1,0.00%,4,0,0,0.01
1408038,F,North,Silver,35.0,D,N West,10,61,1,0.00%,3,1,1,3000.0
1421123,M,South West,Silver,45.0,E,S West,8,55,1,0.00%,8,0,0,4000.0
1422944,U,Scottish,Tin,47.0,F,C Scotland,10,52,1,0.00%,5,0,0,0.01
1438069,F,North,Gold,23.0,C,Yorkshire,5,76,1,0.00%,3,1,1,6000.0
1439030,M,Scottish,Silver,3.0,A,C Scotland,11,47,1,0.00%,11,0,0,1200.0
1467158,F,Midlands,Gold,19.0,C,Midlands,12,60,1,0.00%,4,0,0,9604.34
1468979,M,South East,Tin,25.0,C,S & S East,8,49,1,0.00%,20,0,0,0.01
1469819,F,South East,Gold,33.0,D,London,9,67,1,0.00%,5,1,1,10000.0
1470698,M,South East,Silver,20.0,C,London,4,53,1,0.00%,9,0,0,1070.0
1487604,M,South East,Gold,16.0,C,London,8,69,1,0.00%,8,0,0,14400.0
1488600,F,South East,Tin,52.0,F,London,7,27,1,0.00%,4,1,1,0.01
1492209,M,South East,Silver,14.0,B,London,10,63,1,0.00%,7,0,0,3000.0
1496115,F,North,Tin,35.0,D,N East,18,41,1,0.00%,5,1,1,0.01
1509918,F,South East,Silver,28.0,D,London,4,64,1,0.00%,9,0,0,420.0
1514946,M,South East,Gold,44.0,E,London,8,45,1,0.00%,2,0,0,6000.0
1515527,F,South East,Tin,27.0,D,S & S East,10,46,1,0.00%,4,0,0,0.01
1522744,F,Midlands,Tin,42.0,E,Midlands,6,75,1,0.00%,9,0,0,0.01
1523775,M,North,Gold,8.0,B,Yorkshire,11,62,1,0.00%,10,0,0,6000.0
1524712,M,North,Gold,5.0,B,N West,13,64,1,0.00%,8,0,0,12000.0
1533258,F,Midlands,Silver,19.0,C,Midlands,11,25,1,0.00%,3,1,1,3000.0
1535226,F,Midlands,Platinum,25.0,C,Wales & West,5,46,1,0.00%,9,0,0,24878.35
1539132,U,North,Tin,37.0,E,N West,10,39,1,0.00%,5,1,1,0.01
1540068,F,South East,Gold,46.0,F,London,6,56,1,0.00%,1,0,0,6000.0
1543954,U,North,Gold,38.0,E,N East,6,56,1,0.00%,2,0,0,6000.0
1544969,M,Scottish,Gold,23.0,C,N Scot,6,62,1,0.00%,4,0,0,18800.0
1550918,M,South East,Gold,49.0,F,S & S East,5,77,1,0.00%,16,0,0,9600.0
1562843,F,Midlands,Tin,19.0,C,Midlands,6,48,1,0.00%,5,0,0,0.01
1587250,F,North,Silver,24.0,C,N West,4,29,1,0.00%,7,1,1,100.0
1589334,M,Midlands,Tin,22.0,C,Wales & West,9,63,1,0.00%,5,0,0,0.01
1598333,U,Midlands,Tin,33.0,D,Midlands,9,58,1,0.00%,5,1,1,0.01
1611844,F,North,Silver,16.0,C,N West,12,68,1,0.00%,31,0,0,2000.0
1617974,F,South East,Silver,12.0,B,London,7,36,1,0.00%,8,1,1,3000.01
1620797,F,Midlands,Silver,37.0,E,Wales & West,17,43,1,0.00%,6,2,1,3026.67
1622692,M,South East,Tin,34.0,D,London,6,57,1,0.00%,4,0,0,0.01
1625675,F,South East,Tin,31.0,D,S & S East,6,45,1,0.00%,10,0,0,0.01
1645110,F,North,Tin,10.0,B,Yorkshire,12,37,1,0.00%,5,1,1,0.01
1665502,M,Midlands,Silver,24.0,C,Wales & West,10,44,1,0.00%,9,0,0,500.0
1670514,F,South East,Gold,14.0,B,London,9,51,1,0.00%,10,0,0,7053.34
1673556,F,South West,Gold,49.0,F,S West,7,62,1,0.00%,2,0,0,6000.0
1681265,F,Midlands,Silver,52.0,F,Midlands,18,54,1,0.00%,9,2,1,970.92
1691082,M,South East,Silver,27.0,D,London,7,57,1,0.00%,5,0,0,1500.0
1692658,M,Midlands,Gold,6.0,B,East,7,63,1,0.00%,5,0,0,7500.0
1711644,M,North,Tin,28.0,D,N West,3,51,1,0.00%,5,0,0,0.01
1731165,M,Midlands,Gold,35.0,D,Midlands,11,74,1,0.00%,8,0,0,10000.01
1739360,M,South West,Silver,53.0,F,S West,8,56,1,0.00%,5,1,1,4000.0
1741195,F,Midlands,Tin,53.0,F,Midlands,4,33,1,0.00%,6,0,0,0.01
1742434,F,Midlands,Silver,9.0,B,Midlands,8,50,1,0.00%,5,0,0,4800.0
1762605,M,North,Gold,47.0,F,N West,7,72,1,0.00%,5,0,0,6000.0
1764616,M,Scottish,Silver,52.0,F,C Scotland,8,28,1,0.00%,2,0,0,68.22
1765760,F,North,Gold,4.0,A,N West,9,65,1,0.00%,6,0,0,6053.35
1771388,F,North,Silver,16.0,C,N East,10,39,1,0.00%,1,1,1,600.0
1772406,F,South West,Gold,24.0,C,S West,11,59,1,0.00%,5,0,0,10213.66
1780778,M,North,Tin,28.0,D,Yorkshire,10,50,1,0.00%,5,0,0,0.01
1781979,U,South East,Gold,19.0,C,S & S East,8,67,1,0.00%,6,0,0,5027.0
1786164,M,South East,Tin,1.0,A,London,9,55,1,0.00%,4,0,0,0.01
1794663,F,South East,Gold,53.0,F,London,12,48,1,0.00%,13,2,1,6053.35
1795708,M,South East,Tin,52.0,F,London,8,32,1,0.00%,7,1,1,0.01
1798863,F,North,Tin,25.0,C,Yorkshire,13,38,1,0.00%,8,1,1,0.01
1799983,F,Midlands,Silver,50.0,F,Midlands,9,39,1,0.00%,4,1,1,2700.0
1802194,M,Scottish,Gold,40.0,E,N Scot,11,44,1,0.00%,3,1,1,6000.0
1804170,F,Midlands,Gold,27.0,D,Midlands,11,57,1,0.00%,6,1,1,9000.0
1805371,F,Midlands,Gold,51.0,F,East,5,34,1,0.00%,5,0,0,6000.0
1815989,F,North,Tin,35.0,D,N West,11,56,1,0.00%,6,2,1,0.01
1820036,M,Midlands,Gold,24.0,C,Midlands,6,69,1,0.00%,12,0,0,12105.32
1820974,M,South East,Silver,4.0,A,London,11,53,1,0.00%,7,0,0,600.0
1823981,F,North,Tin,35.0,D,N East,10,33,1,0.00%,9,1,1,0.01
1824880,M,North,Silver,23.0,C,Yorkshire,6,67,1,0.00%,4,0,0,1200.0
1833588,F,Scottish,Silver,52.0,F,Border,8,74,1,0.00%,5,0,0,2000.0
1856197,F,North,Gold,52.0,F,N West,4,73,1,0.00%,20,0,0,6500.0
1857045,F,South East,Tin,52.0,F,London,16,37,1,0.00%,8,2,1,0.01
1860585,F,South West,Silver,37.0,E,S West,7,60,1,0.00%,10,1,1,1324.2
1868780,F,Midlands,Gold,23.0,C,Midlands,9,74,1,0.00%,12,0,0,11605.32
1872664,F,Midlands,Tin,44.0,E,Midlands,4,49,1,0.00%,.,0,0,0.01
1873539,F,South East,Tin,34.0,D,London,8,49,1,0.00%,8,0,0,0.01
1878794,F,South East,Platinum,38.0,E,London,5,58,1,0.00%,9,0,0,21000.0
1891499,F,Midlands,Silver,14.0,B,Wales & West,8,43,1,0.00%,4,0,0,1200.0
1893505,U,South East,Gold,24.0,C,London,5,76,1,0.00%,7,0,0,6053.35
1895451,F,Midlands,Silver,4.0,A,Midlands,8,78,1,0.00%,2,1,1,3000.0
1896628,F,Midlands,Gold,28.0,D,Wales & West,4,76,1,0.00%,6,0,0,6000.0
1897829,F,Midlands,Silver,44.0,E,Midlands,15,48,1,0.00%,9,1,1,500.0
1898779,M,North,Tin,44.0,E,Yorkshire,7,68,1,0.00%,12,0,0,0.01
1901788,M,South East,Platinum,4.0,A,London,7,61,1,0.00%,0,0,0,28780.41
1902814,M,Scottish,Gold,10.0,B,C Scotland,10,64,1,0.00%,11,0,0,5100.0
1917439,F,North,Gold,27.0,D,Yorkshire,10,62,1,0.00%,5,0,0,6053.35
1919512,F,Midlands,Silver,44.0,E,Wales & West,11,35,1,0.00%,8,1,1,600.0
1936239,F,South East,Silver,25.0,C,S & S East,8,35,1,0.00%,6,1,1,1000.0
1938339,M,South East,Tin,45.0,E,S & S East,8,55,1,0.00%,8,0,0,0.01
1941658,M,South East,Platinum,12.0,B,S & S East,6,63,1,0.00%,6,0,0,30131.68
1943634,F,North,Tin,16.0,C,Yorkshire,7,33,1,0.00%,9,0,0,0.01
1946366,M,Midlands,Silver,49.0,F,Midlands,7,50,1,0.00%,1,0,0,4198.0
1952552,M,Scottish,Silver,52.0,F,N Scot,12,57,1,0.00%,4,0,0,1000.0
1953516,U,North,Tin,16.0,C,N West,8,42,1,0.00%,5,0,0,0.01
1954504,F,Midlands,Silver,20.0,C,Midlands,11,45,1,0.00%,4,0,0,720.0
1976389,F,Midlands,Silver,51.0,F,East,6,49,1,0.00%,4,1,1,920.0
1978349,M,Scottish,Silver,23.0,C,Border,9,70,1,0.00%,8,0,0,3000.0
1979671,F,North,Tin,9.0,B,N East,6,39,1,0.00%,7,1,1,0.01
1983636,F,Midlands,Silver,37.0,E,East,9,37,1,0.00%,1,1,1,420.0
1986597,F,Scottish,Silver,4.0,A,C Scotland,8,62,1,0.00%,2,0,0,3750.0
1991744,F,South East,Gold,5.0,B,S & S East,9,59,1,0.00%,28,0,0,7400.0
1996495,M,South East,Silver,27.0,D,London,15,52,1,0.00%,5,1,1,3000.0
2009935,M,South East,Silver,27.0,D,S & S East,9,50,1,0.00%,9,0,0,1200.0
2015668,F,South East,Silver,26.0,C,London,7,35,1,0.00%,1,1,1,500.0
2022370,F,Midlands,Tin,53.0,F,Wales & West,12,39,1,0.00%,5,1,1,0.01
2035618,F,Midlands,Tin,4.0,A,Midlands,11,32,1,0.00%,5,0,0,0.01
2038765,F,North,Tin,51.0,F,Yorkshire,7,30,1,0.00%,4,1,1,0.01
2044978,F,North,Tin,25.0,C,N West,10,59,1,0.00%,10,1,1,0.01
2046008,U,South East,Gold,44.0,E,London,8,53,1,0.00%,1,0,0,6000.0
2053047,M,North,Silver,23.0,C,N West,14,53,1,0.00%,5,2,1,480.0
2056623,F,Midlands,Tin,51.0,F,East,12,53,1,0.00%,5,0,0,0.01
2063115,F,Midlands,Tin,48.0,F,Midlands,13,53,1,0.00%,8,1,1,0.01
2069148,M,South West,Tin,51.0,F,S West,7,48,1,0.00%,7,0,0,0.01
2080303,F,North,Tin,17.0,C,N West,11,61,1,0.00%,5,1,1,0.01
2094428,F,Midlands,Silver,52.0,F,Midlands,14,76,1,0.00%,9,1,1,500.0
2095491,F,North,Tin,17.0,C,Yorkshire,11,44,1,0.00%,5,1,1,0.01
2107996,F,South East,Platinum,3.0,A,London,9,39,1,0.00%,1,1,1,30649.41
2109565,F,South East,Tin,53.0,F,S & S East,6,35,1,0.00%,5,0,0,0.01
2115328,F,North,Gold,15.0,B,Yorkshire,11,63,1,0.00%,12,0,0,19000.0
2124033,F,Midlands,Gold,47.0,F,East,11,62,1,0.00%,2,0,0,12000.0
2125013,F,Scottish,Tin,38.0,E,N Scot,9,50,1,0.00%,8,0,0,0.01
2138107,F,North,Tin,38.0,E,N West,12,34,1,0.00%,4,1,1,0.01
2176327,F,South East,Silver,49.0,F,London,22,30,1,0.00%,4,3,1,1750.0
2180774,F,North,Tin,22.0,C,N East,10,44,1,0.00%,8,0,0,0.01
2200279,M,Midlands,Tin,16.0,C,Wales & West,7,40,1,0.00%,4,0,0,0.01
2206358,F,South East,Silver,52.0,F,London,11,25,1,0.00%,1,1,1,2400.0
2219816,M,Midlands,Silver,35.0,D,Midlands,5,57,1,0.00%,4,0,0,3000.0
2222930,F,North,Silver,4.0,A,N West,7,23,1,0.00%,5,1,1,1000.0
2235056,M,South East,Tin,25.0,C,London,10,35,1,0.00%,8,1,1,0.01
2242419,F,South East,Tin,38.0,E,London,12,33,1,0.00%,8,1,1,0.01
2245329,F,South East,Silver,52.0,F,London,9,46,1,0.00%,2,0,0,5000.0
2252104,F,South East,Tin,17.0,C,London,12,43,1,0.00%,9,1,1,0.01
2262231,U,South East,Silver,18.0,C,S & S East,17,33,1,0.00%,1,0,0,5000.0
2272474,F,Scottish,Tin,40.0,E,C Scotland,14,35,1,0.00%,4,1,1,0.01
2275317,M,Midlands,Silver,16.0,C,Wales & West,7,54,1,0.00%,11,0,0,4500.0
2281147,F,Scottish,Silver,27.0,D,N Scot,13,66,1,0.00%,5,1,1,2000.0
2284065,F,South East,Tin,50.0,F,S & S East,16,37,1,0.00%,8,1,1,0.01
2303191,M,North,Silver,4.0,A,N West,3,58,1,0.00%,2,0,0,3000.0
2303523,M,South East,Tin,4.0,A,London,10,49,1,0.00%,8,0,0,0.01
2330202,F,Midlands,Tin,34.0,D,Wales & West,8,36,1,0.00%,8,1,1,0.01
2334992,F,South East,Silver,7.0,B,London,10,54,1,0.00%,5,1,1,2000.0
2335131,M,Midlands,Tin,52.0,F,East,8,55,1,0.00%,9,0,0,0.01
2337916,F,South East,Platinum,23.0,C,S & S East,7,72,1,0.00%,8,0,0,26053.35
2344521,M,North,Tin,46.0,F,N West,7,40,1,0.00%,4,0,0,0.01
2345242,F,Midlands,Tin,22.0,C,East,3,55,1,0.00%,5,0,0,0.01
2350696,U,North,Silver,25.0,C,Yorkshire,5,57,1,0.00%,4,0,0,5000.0
2353571,F,North,Tin,12.0,B,N West,10,63,1,0.00%,8,0,0,0.01
2360020,M,Midlands,Platinum,50.0,F,East,14,70,1,0.00%,3,0,0,20294.5
2365723,U,South East,Gold,52.0,F,London,14,56,1,0.00%,2,0,0,6000.0
2373998,M,Midlands,Platinum,23.0,C,Wales & West,12,70,1,0.00%,24,1,1,29374.72
2384248,F,North,Gold,27.0,D,N West,3,77,1,0.00%,4,0,0,15053.82
2387123,M,Midlands,Gold,1.0,A,Midlands,6,63,1,0.00%,13,0,0,18000.0
2390949,F,South East,Gold,3.0,A,London,6,68,1,0.00%,5,0,0,19411.22
2397285,F,North,Silver,22.0,C,N East,5,68,1,0.00%,9,0,0,1500.0
2400227,M,Midlands,Tin,51.0,F,East,7,49,1,0.00%,5,0,0,0.01
2405253,M,North,Silver,16.0,C,N East,7,73,1,0.00%,4,1,1,2000.0
2420252,F,South East,Gold,18.0,C,London,10,59,1,0.00%,2,1,1,6000.0
2423170,F,Midlands,Gold,51.0,F,Midlands,11,67,1,0.00%,2,1,1,6000.0
2428547,F,Midlands,Gold,12.0,B,Wales & West,10,56,1,0.00%,1,0,0,9000.0
2428563,F,Midlands,Platinum,19.0,C,Wales & West,7,56,1,0.00%,3,0,0,20383.7
2443090,F,Scottish,Silver,3.0,A,C Scotland,9,69,1,0.00%,18,0,0,5000.0
2444100,M,South East,Gold,20.0,C,London,8,75,1,0.00%,2,0,0,8000.0
2445271,M,South East,Tin,24.0,C,S & S East,13,42,1,0.00%,5,1,1,0.01
2452650,M,Midlands,Silver,52.0,F,Midlands,6,50,1,0.00%,6,0,0,1000.0
2469219,M,South East,Tin,28.0,D,S & S East,7,51,1,0.00%,5,0,0,0.01
2488981,F,North,Gold,1.0,A,N East,12,25,1,0.00%,2,1,1,6000.0
2502917,F,South West,Silver,52.0,F,S West,10,50,1,0.00%,8,0,0,3000.0
2513684,F,Midlands,Silver,10.0,B,East,9,64,1,0.00%,7,1,1,300.0
2565641,U,Midlands,Silver,41.0,E,Wales & West,7,55,1,0.00%,8,0,0,3000.0
2681226,F,South East,Gold,14.0,B,London,15,61,1,0.00%,4,0,0,7500.0
2744937,M,North,Gold,49.0,F,N West,11,67,1,0.00%,2,0,0,9000.0
2750171,M,South East,Tin,8.0,B,S & S East,10,37,1,0.00%,7,0,0,0.01
2752220,F,Scottish,Silver,28.0,D,C Scotland,9,55,1,0.00%,4,0,0,2000.0
2759365,F,South East,Silver,9.0,B,London,10,67,1,0.00%,8,0,0,3000.0
2765551,F,Midlands,Tin,38.0,E,Midlands,12,43,1,0.00%,5,0,0,0.01
2786591,F,South East,Gold,44.0,E,London,5,45,1,0.00%,3,0,0,19465.7
2789647,F,South East,Platinum,44.0,E,London,12,75,1,0.00%,23,1,1,24106.7
2791471,M,Midlands,Silver,27.0,D,Midlands,5,52,1,0.00%,1,0,0,100.0
2792567,U,North,Gold,28.0,D,N West,10,56,1,0.00%,1,1,1,6000.0
2805332,F,South East,Tin,30.0,D,S & S East,7,61,1,0.00%,6,0,0,0.01
2859114,F,North,Tin,47.0,F,N East,4,42,1,0.00%,5,0,0,0.01
2867451,F,Midlands,Gold,37.0,E,East,15,53,1,0.00%,3,0,0,6000.0
2879999,F,North,Silver,10.0,B,N West,7,56,1,0.00%,5,0,0,0.02
2882337,M,South East,Tin,49.0,F,S & S East,2,40,1,0.00%,5,0,0,0.01
2882965,F,South East,Tin,8.0,B,S & S East,5,35,1,0.00%,5,0,0,0.01
2903679,M,South East,Silver,3.0,A,London,7,53,1,0.00%,8,0,0,2460.01
2904608,F,South East,Tin,53.0,F,London,6,35,1,0.00%,6,0,0,0.01
2912872,F,South East,Gold,32.0,D,London,3,38,1,0.00%,5,0,0,5192.69
2915928,U,Midlands,Tin,52.0,F,Midlands,16,28,1,0.00%,4,1,1,0.01
2920077,F,South East,Silver,25.0,C,London,8,29,1,0.00%,4,1,1,1500.0
2926687,M,North,Silver,41.0,E,Yorkshire,13,43,1,0.00%,11,0,0,50.0
2931974,F,South East,Silver,44.0,E,S & S East,6,70,1,0.00%,9,1,1,1000.0
2932385,F,South West,Silver,19.0,C,S West,12,65,1,0.00%,4,1,1,2215.4
2935112,F,South East,Tin,8.0,B,London,13,57,1,0.00%,9,0,0,0.01
2956632,U,Midlands,Gold,41.0,E,Midlands,3,73,1,0.00%,2,0,0,6000.0
2958864,F,North,Gold,44.0,E,Yorkshire,9,41,1,0.00%,6,0,0,12000.0
2960850,F,North,Gold,2.0,A,N West,11,64,1,0.00%,4,0,0,6000.0
2963388,F,South East,Tin,37.0,E,S & S East,7,43,1,0.00%,5,1,1,0.01
2966697,F,South East,Silver,35.0,D,London,6,32,1,0.00%,10,1,1,3050.0
2972719,F,Midlands,Gold,14.0,B,Midlands,2,58,1,0.00%,12,0,0,6550.0
2981033,F,North,Gold,12.0,B,N West,6,70,1,0.00%,8,0,0,6000.0
2981823,M,South East,Silver,28.0,D,S & S East,16,60,1,0.00%,2,0,0,3000.0
2985322,M,Midlands,Tin,53.0,F,East,11,49,1,0.00%,10,0,0,0.01
2989123,F,Scottish,Gold,32.0,D,C Scotland,5,62,1,0.00%,5,0,0,6000.0
2991403,F,North,Silver,38.0,E,N West,6,49,1,0.00%,10,0,0,1608.0
2996030,F,Midlands,Silver,52.0,F,Midlands,7,59,1,0.00%,4,0,0,5000.0
2997789,M,Midlands,Silver,19.0,C,Midlands,8,53,1,0.00%,5,0,0,1000.0
2997940,M,South East,Tin,10.0,B,S & S East,9,32,1,0.00%,5,1,1,0.01
2998564,F,South East,Tin,3.0,A,London,8,37,1,0.00%,5,1,1,0.01
3000567,U,Midlands,Gold,12.0,B,Midlands,7,60,1,0.00%,3,0,0,12053.34
3003442,F,North,Silver,53.0,F,Yorkshire,20,62,1,0.00%,4,1,1,1600.0
3010457,F,North,Silver,51.0,F,Yorkshire,6,32,1,0.00%,5,1,1,0.02
3012158,F,Midlands,Silver,4.0,A,Midlands,11,79,1,0.00%,16,0,0,5000.0
3013030,F,South East,Gold,40.0,E,London,12,37,1,0.00%,5,1,1,6000.01
3022374,F,South East,Gold,44.0,E,London,8,62,1,0.00%,5,0,0,13500.0
3027457,F,Midlands,Silver,53.0,F,Wales & West,8,68,1,0.00%,5,0,0,2200.0
3028984,F,Midlands,Gold,53.0,F,Midlands,9,51,1,0.00%,4,0,0,6001.74
3029913,F,Scottish,Silver,47.0,F,C Scotland,13,39,1,0.00%,2,1,1,1500.0
3030695,F,Midlands,Gold,3.0,A,Midlands,6,55,1,0.00%,29,1,1,7000.0
3035840,F,South East,Silver,27.0,D,London,3,57,1,0.00%,6,0,0,2500.0
3037894,F,South East,Silver,4.0,A,S & S East,12,50,1,0.00%,9,1,1,600.0
3041514,M,Midlands,Tin,37.0,E,Wales & West,9,36,1,0.00%,4,1,1,0.01
3051145,M,South East,Gold,4.0,A,London,7,51,1,0.00%,2,0,0,6000.0
3051153,M,South East,Gold,13.0,B,London,7,67,1,0.00%,8,0,0,12000.0
3053628,M,South East,Platinum,21.0,C,London,13,68,1,0.00%,3,0,0,20364.36
3083780,F,South East,Silver,34.0,D,S & S East,16,47,1,0.00%,8,1,1,2790.0
3095320,F,Midlands,Tin,5.0,B,Wales & West,6,44,1,0.00%,5,0,0,0.01
3108244,M,South East,Silver,52.0,F,London,7,29,1,0.00%,8,1,1,360.0
3113930,M,Midlands,Silver,23.0,C,Midlands,6,61,1,0.00%,4,0,0,900.0
3113957,F,North,Tin,52.0,F,Yorkshire,7,69,1,0.00%,9,0,0,0.01
3116905,F,South East,Silver,1.0,A,London,8,70,1,0.00%,15,0,0,3000.01
3120082,F,North,Tin,51.0,F,N West,5,43,1,0.00%,5,1,1,0.01
3124495,F,Midlands,Gold,14.0,B,Midlands,6,77,1,0.00%,3,0,0,6000.0
3124762,F,North,Silver,39.0,E,N West,25,36,1,0.00%,5,3,1,2000.0
3125157,F,South East,Gold,7.0,B,London,8,38,1,0.00%,6,1,1,12035.57
3460630,U,South East,Gold,8.0,B,London,10,66,1,0.00%,7,0,0,6053.35
3461939,M,North,Silver,10.0,B,Yorkshire,15,58,1,0.00%,10,0,0,100.0
3464075,F,North,Tin,22.0,C,Yorkshire,7,46,1,0.00%,18,0,0,0.01
3464423,M,South East,Silver,8.0,B,London,11,63,1,0.00%,1,0,0,4000.0
3464601,F,North,Tin,13.0,B,N West,4,75,1,0.00%,8,0,0,0.01
3464717,F,South East,Tin,16.0,C,S & S East,7,54,1,0.00%,7,1,1,0.01
3465373,F,South East,Tin,38.0,E,London,15,44,1,0.00%,4,2,1,0.01
3465624,M,North,Gold,24.0,C,N West,12,65,1,0.00%,10,0,0,12100.0
3467155,F,North,Silver,32.0,D,Yorkshire,6,46,1,0.00%,1,0,0,3000.0
3467236,F,South East,Gold,18.0,C,London,8,67,1,0.00%,7,1,1,6000.0
3467759,F,South East,Gold,48.0,F,S & S East,7,45,1,0.00%,9,0,0,6000.0
3467856,M,South East,Silver,34.0,D,London,5,36,1,0.00%,8,0,0,50.01
3467929,F,South East,Gold,4.0,A,London,9,27,1,0.00%,3,0,0,10000.0
3469115,M,Midlands,Gold,44.0,E,Midlands,8,46,1,0.00%,2,0,0,6000.0
3469689,F,South East,Tin,21.0,C,London,7,37,1,0.00%,10,0,0,0.01
3469778,F,North,Gold,37.0,E,Yorkshire,6,78,1,0.00%,21,0,0,6000.0
3470091,M,South East,Silver,23.0,C,S & S East,4,79,1,0.00%,1,0,0,2007.95
3470806,F,Scottish,Silver,12.0,B,C Scotland,7,55,1,0.00%,5,0,0,2000.0
3472132,F,Scottish,Silver,17.0,C,C Scotland,10,55,1,0.00%,9,0,0,1020.0
3473589,F,Midlands,Silver,43.0,E,East,8,52,1,0.00%,5,0,0,3000.0
3474887,F,Midlands,Gold,27.0,D,Midlands,8,75,1,0.00%,4,0,0,15000.0
3474992,F,South East,Silver,10.0,B,London,6,44,1,0.00%,1,1,1,2000.0
3476448,F,North,Silver,32.0,D,Yorkshire,10,36,1,0.00%,4,1,1,1100.0
3476588,M,South East,Silver,1.0,A,London,6,64,1,0.00%,14,0,0,3000.0
3477177,M,North,Tin,47.0,F,N West,7,47,1,0.00%,8,0,0,0.01
3477231,F,Midlands,Gold,34.0,D,Midlands,3,58,1,0.00%,13,0,0,19171.95
3477630,M,Midlands,Gold,38.0,E,East,9,48,1,0.00%,5,0,0,10500.0
3477681,F,Midlands,Silver,27.0,D,Midlands,6,65,1,0.00%,17,0,0,3213.27
3478521,F,South East,Tin,25.0,C,London,6,44,1,0.00%,5,0,0,0.01
3478645,F,Midlands,Silver,37.0,E,East,5,44,1,0.00%,8,1,1,1005.0
3478866,F,South East,Gold,3.0,A,London,12,38,1,0.00%,5,0,0,15500.0
3479013,F,North,Tin,27.0,D,N West,8,46,1,0.00%,8,0,0,0.01
3479102,F,South East,Tin,41.0,E,London,10,28,1,0.00%,5,1,1,0.01
3479323,M,North,Gold,44.0,E,N West,7,63,1,0.00%,.,0,0,10000.0
3479870,F,South East,Gold,35.0,D,London,6,73,1,0.00%,7,0,0,9053.35
3481301,F,South East,Silver,8.0,B,S & S East,5,74,1,0.00%,2,0,0,3000.0
3481913,M,South East,Gold,44.0,E,S & S East,6,48,1,0.00%,4,0,0,6053.34
3484920,F,Midlands,Platinum,22.0,C,Midlands,11,58,1,0.00%,3,1,1,20406.2
3485013,F,South East,Tin,30.0,D,S & S East,13,71,1,0.00%,5,1,1,0.01
3485765,U,Midlands,Gold,35.0,D,Midlands,7,65,1,0.00%,2,0,0,5800.0
3486265,F,North,Gold,12.0,B,Yorkshire,10,76,1,0.00%,8,0,0,11800.0
3486346,F,Midlands,Gold,41.0,E,Midlands,10,58,1,0.00%,2,0,0,6000.0
3486400,M,South East,Silver,51.0,F,S & S East,8,69,1,0.00%,24,0,0,1420.0
3486699,M,Midlands,Gold,51.0,F,Wales & West,8,72,1,0.00%,4,1,1,7000.0
3486788,F,North,Silver,52.0,F,N West,12,33,1,0.00%,9,2,1,500.0
3486966,M,South East,Gold,21.0,C,London,6,29,1,0.00%,1,0,0,10000.0
3487164,F,Scottish,Gold,11.0,B,C Scotland,10,39,1,0.00%,3,1,1,10000.0
3487415,M,South East,Tin,38.0,E,S & S East,7,45,1,0.00%,5,0,0,0.01
3488640,F,Midlands,Gold,41.0,E,East,9,68,1,0.00%,2,0,0,12000.0
3488705,F,South East,Silver,21.0,C,London,16,49,1,0.00%,2,1,1,2000.0
3489051,F,North,Tin,12.0,B,N East,7,74,1,0.00%,8,0,0,0.01
3491684,M,Midlands,Gold,19.0,C,Midlands,14,45,1,0.00%,2,0,0,7000.0
3491781,U,Scottish,Silver,51.0,F,C Scotland,12,73,1,0.00%,3,0,0,3000.0
3492184,M,Midlands,Platinum,11.0,B,East,10,54,1,0.00%,10,1,1,50050.0
3493261,F,South East,Silver,32.0,D,London,2,63,1,0.00%,1,0,0,5000.0
3493458,M,North,Platinum,24.0,C,Yorkshire,18,62,1,0.00%,9,1,1,23000.0
3494349,F,Midlands,Gold,22.0,C,Midlands,9,32,1,0.00%,1,1,1,10000.0
3497674,M,Midlands,Platinum,38.0,E,Midlands,6,58,1,0.00%,3,0,0,20610.65
3498492,M,South West,Silver,6.0,B,S West,5,58,1,0.00%,8,0,0,3000.0
3499804,F,South East,Tin,53.0,F,S & S East,13,48,1,0.00%,8,2,1,0.01
3500438,F,South East,Silver,21.0,C,London,10,57,1,0.00%,12,1,1,3053.35
3500691,M,South East,Gold,31.0,D,London,17,57,1,0.00%,8,0,0,12105.32
3500977,F,Midlands,Gold,24.0,C,Wales & West,4,65,1,0.00%,2,1,1,6000.0
3502902,M,South East,Gold,18.0,C,S & S East,8,75,1,0.00%,2,1,1,6000.0
